case_id,type,turn_1_expected,turn_1,turn_2_expected,turn_2,turn_3_expected,turn_3,turn_4_expected,turn_4
148,product_context,product_price,iPhone 16 giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
149,product_context,product_price,iPhone 16 giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
150,product_context,product_price,iPhone 16 giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductBatteryIntent,pin có tốt không
151,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductPriceIntent,giá bao nhiêu
152,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductAvailabilityIntent,còn hàng không
153,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,WarrantyPolicyIntent,bảo hành bao lâu
154,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductCameraIntent,camera thế nào
155,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductBatteryIntent,pin có tốt không
156,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductPriceIntent,giá bao nhiêu
157,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductAvailabilityIntent,còn hàng không
158,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,WarrantyPolicyIntent,bảo hành bao lâu
159,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductCameraIntent,camera thế nào
160,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductBatteryIntent,pin có tốt không
161,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductPriceIntent,giá bao nhiêu
162,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductAvailabilityIntent,còn hàng không
163,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,WarrantyPolicyIntent,bảo hành bao lâu
164,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductCameraIntent,camera thế nào
165,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductBatteryIntent,pin có tốt không
166,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductPriceIntent,giá bao nhiêu
167,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductAvailabilityIntent,còn hàng không
168,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,WarrantyPolicyIntent,bảo hành bao lâu
169,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductCameraIntent,camera thế nào
170,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductBatteryIntent,pin có tốt không
171,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductPriceIntent,giá bao nhiêu
172,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductAvailabilityIntent,còn hàng không
173,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
174,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductCameraIntent,camera thế nào
175,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductBatteryIntent,pin có tốt không
176,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductPriceIntent,giá bao nhiêu
177,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductAvailabilityIntent,còn hàng không
178,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,WarrantyPolicyIntent,bảo hành bao lâu
179,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductCameraIntent,camera thế nào
180,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductBatteryIntent,pin có tốt không
181,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductPriceIntent,giá bao nhiêu
182,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductAvailabilityIntent,còn hàng không
183,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
184,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductCameraIntent,camera thế nào
185,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductBatteryIntent,pin có tốt không
186,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductPriceIntent,giá bao nhiêu
187,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductAvailabilityIntent,còn hàng không
188,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,WarrantyPolicyIntent,bảo hành bao lâu
189,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductCameraIntent,camera thế nào
190,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductBatteryIntent,pin có tốt không
191,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductPriceIntent,giá bao nhiêu
192,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductAvailabilityIntent,còn hàng không
193,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,WarrantyPolicyIntent,bảo hành bao lâu
194,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductCameraIntent,camera thế nào
195,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductBatteryIntent,pin có tốt không
196,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductPriceIntent,giá bao nhiêu
197,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductAvailabilityIntent,còn hàng không
198,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
199,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
200,product_context,product_price,iPhone 16 giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductBatteryIntent,pin có tốt không
201,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductPriceIntent,giá bao nhiêu
202,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductAvailabilityIntent,còn hàng không
203,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,WarrantyPolicyIntent,bảo hành bao lâu
204,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductCameraIntent,camera thế nào
205,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductBatteryIntent,pin có tốt không
206,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductPriceIntent,giá bao nhiêu
207,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductAvailabilityIntent,còn hàng không
208,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,WarrantyPolicyIntent,bảo hành bao lâu
209,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductCameraIntent,camera thế nào
210,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductBatteryIntent,pin có tốt không
211,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductPriceIntent,giá bao nhiêu
212,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductAvailabilityIntent,còn hàng không
213,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,WarrantyPolicyIntent,bảo hành bao lâu
214,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductCameraIntent,camera thế nào
215,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductBatteryIntent,pin có tốt không
216,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductPriceIntent,giá bao nhiêu
217,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductAvailabilityIntent,còn hàng không
218,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,WarrantyPolicyIntent,bảo hành bao lâu
219,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductCameraIntent,camera thế nào
220,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductBatteryIntent,pin có tốt không
221,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductPriceIntent,giá bao nhiêu
222,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductAvailabilityIntent,còn hàng không
223,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
224,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductCameraIntent,camera thế nào
225,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductBatteryIntent,pin có tốt không
226,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductPriceIntent,giá bao nhiêu
227,product_context,product_price,iPhone 16 giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductAvailabilityIntent,còn hàng không
